,customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Month-to-month,One year,DSL,Fiber optic,Female
85,5032-USPKF,0,0,0,38,1,1,1,1,1,0,1,1,0,Bank transfer (automatic),0.6419460127176505,0.3969196865039001,0,0,1,1,0,1
86,6723-WSNTY,1,1,0,66,1,1,0,1,1,1,1,1,1,Credit card (automatic),1.4386772880952068,2.157634093356687,0,0,1,0,1,1
87,1195-OIYEJ,0,0,0,13,1,0,0,0,0,0,1,1,1,Electronic check,0.8743259680361044,-0.5075937268955882,1,1,0,0,1,0
88,7964-YESJC,0,1,0,24,1,1,1,1,1,0,0,0,0,Mailed check,0.05103698347929635,-0.3208018660178704,0,1,0,1,0,1
89,5995-SNNEW,1,1,0,23,1,1,0,1,1,0,1,1,1,Electronic check,1.3175077399648705,-0.045121323733682245,0,1,0,0,1,0
90,9904-EHEVJ,1,1,1,32,1,1,0,0,1,0,1,0,1,Mailed check,0.8826252521546206,0.2686008411906171,0,1,0,0,1,1
91,7876-AEHIG,0,0,1,51,0,0,1,0,1,1,1,1,0,Bank transfer (automatic),-0.1531254058362024,0.3481444194688098,0,0,1,1,0,1
92,4933-BSAIP,0,1,0,40,1,0,0,0,0,0,0,0,0,Mailed check,-1.5158678580965643,-0.6643446076699044,0,0,0,0,0,1
93,2978-XXSOG,0,0,0,22,1,1,1,0,0,1,0,0,1,Mailed check,-0.18964225595767378,-0.45566669158846107,0,1,0,1,0,1
94,2585-KTFRE,0,0,1,1,1,0,1,1,0,1,0,1,1,Bank transfer (automatic),0.18880509984666566,-0.9771631187539694,0,1,0,1,0,0
95,4847-TAJYI,1,0,0,6,1,0,0,0,0,0,1,1,1,Electronic check,0.816230979206491,-0.7579278809780803,0,1,0,0,1,1
96,6141-OOXUQ,0,0,0,1,1,0,0,0,0,0,0,0,0,Mailed check,-1.4976094330358287,-0.9995561017217287,1,1,0,0,0,0
97,8189-DUKMV,0,1,0,4,1,0,0,0,0,0,0,0,0,Bank transfer (automatic),-1.4693918670328736,-0.9733721806924982,0,0,1,0,0,1
98,7752-XUSCI,0,0,0,60,1,1,0,1,1,0,1,1,1,Electronic check,1.3656435878522646,1.81138039018395,1,1,0,0,1,1
99,4334-HOWRP,1,1,0,72,0,0,1,1,1,1,1,1,1,Credit card (automatic),0.0062208492393089915,0.9956895371782317,0,0,0,1,0,0
100,4445-KWOKW,0,0,0,42,1,1,1,1,0,0,0,0,1,Bank transfer (automatic),-0.1531254058362024,0.059239674644606145,0,0,1,1,0,1
101,0541-FITGH,0,1,0,2,1,0,1,0,0,0,0,1,1,Mailed check,-0.08673113288807272,-0.9583627108095808,0,1,0,1,0,1
102,8039-EQPIM,0,1,0,69,0,0,1,0,1,1,1,1,0,Bank transfer (automatic),-0.14980569218879589,0.7794738256489796,0,0,0,1,0,0
103,6474-FVJLC,0,0,0,2,1,1,0,0,0,0,0,1,1,Electronic check,0.7050205720183739,-0.9352864773772539,1,1,0,0,1,0
104,3776-EKTKM,1,0,0,1,0,0,0,0,0,0,1,0,1,Electronic check,-0.9398975402715392,-0.9921505482993203,1,1,0,1,0,1
105,7036-ZZKBD,0,1,0,31,1,0,0,0,1,1,0,1,1,Credit card (automatic),0.054356697126703116,-0.11787647804133375,0,1,0,1,0,0
106,6696-YDAYZ,0,1,1,16,1,0,0,0,0,0,0,0,0,Mailed check,-1.4693918670328736,-0.8801415527853895,0,0,0,0,0,0
107,6040-CGACY,0,0,0,15,1,0,0,0,0,0,0,0,0,Mailed check,-1.499269289859532,-0.8762404130360849,0,1,0,0,0,1
108,3006-XIMLN,0,0,1,2,1,1,0,0,0,0,1,1,1,Bank transfer (automatic),0.9772370911057058,-0.9227896059769392,1,1,0,0,1,1
109,7668-XCFYV,1,1,0,17,1,1,0,0,0,0,1,1,1,Electronic check,0.9224618159234986,-0.2964472930066753,0,1,0,0,1,1
110,6101-IMRMM,0,0,1,6,1,0,0,0,1,0,1,1,0,Mailed check,0.9871962320479252,-0.7545557093303763,1,1,0,0,1,0
111,7839-NUIAA,0,1,1,61,1,1,1,1,0,0,0,0,0,Electronic check,-0.16474440360212517,0.5969798305967667,0,1,0,1,0,1
112,7302-ZHMHP,0,0,0,1,1,0,0,0,0,0,0,0,0,Mailed check,-1.5142080012728611,-0.9997765050973957,0,1,0,0,0,1
113,7661-CPURM,0,0,0,19,1,0,0,0,0,1,0,1,1,Credit card (automatic),0.7614557040242843,-0.2474075419207848,0,0,1,0,1,0
114,5583-EJXRD,0,1,1,44,0,0,1,1,1,1,0,1,1,Credit card (automatic),-0.35562793832799805,0.03878624138271558,0,0,0,1,0,0
115,7055-JCGNI,0,0,0,70,1,1,1,1,1,1,1,1,1,Credit card (automatic),1.5664862635203567,2.4282894386756695,0,0,0,0,1,1
116,8946-BFWSG,0,1,1,63,1,1,0,0,0,0,0,0,0,Mailed check,-1.3117054687810654,-0.3148068941997301,0,0,0,0,0,0
117,7636-PEPNS,0,1,1,58,1,0,0,0,0,0,0,0,1,Mailed check,-0.6859394462449431,0.05547077692070187,0,0,1,1,0,1
118,7619-PLRLP,0,1,0,53,1,1,1,1,1,0,0,1,0,Bank transfer (automatic),0.3099746479770021,0.6818130898909656,0,0,1,1,0,1
119,2478-EEWWM,0,1,0,59,0,0,0,0,0,0,1,1,1,Electronic check,-0.6793000189501303,0.16730344973409889,0,1,0,1,0,0
120,6305-YLBMM,0,0,0,69,1,0,0,1,1,1,1,1,1,Bank transfer (automatic),1.3042288853752444,2.1929206738009612,1,0,1,0,1,0
121,4429-WYGFR,0,0,0,26,1,0,0,0,0,1,0,0,0,Bank transfer (automatic),-0.5182939070509157,-0.4628077609600694,0,1,0,1,0,0
122,6064-PUPMC,0,1,1,23,1,0,1,0,0,1,0,0,0,Credit card (automatic),-0.25105695843469356,-0.3807956648744071,0,0,1,1,0,0
123,1097-FSPVW,0,0,0,42,1,0,1,0,1,0,0,0,0,Credit card (automatic),-0.3390293700909656,0.07398466047672346,0,1,0,1,0,1
124,9058-CBREO,1,0,0,1,1,1,0,0,0,0,0,0,0,Mailed check,-0.471817915987225,-0.9859351731055128,1,1,0,1,0,1
125,9239-ZBZZV,0,0,0,6,0,0,0,0,1,0,1,1,1,Electronic check,-0.5581304708197934,-0.873727814553482,1,1,0,1,0,1
126,9084-OAYKL,0,0,0,58,1,0,0,0,0,0,0,0,0,Mailed check,-1.459432726090654,-0.4738499700809823,0,0,0,0,0,0
127,5299-SJCZT,0,0,0,3,1,1,0,0,1,0,1,1,1,Bank transfer (automatic),1.2212360441900822,-0.8767032601249856,1,1,0,0,1,0
128,5231-FIQPA,0,0,0,41,1,0,0,0,0,0,0,0,1,Mailed check,-1.4909700057410156,-0.6509661227669221,0,0,0,0,0,1
129,7670-ZBPOQ,0,1,0,58,1,1,1,0,0,1,0,0,1,Bank transfer (automatic),-0.12324798300954411,0.525238531817183,0,0,1,1,0,1
130,8749-JMNKX,1,1,0,51,1,1,1,0,1,0,1,0,1,Bank transfer (automatic),0.9639582365160796,1.0860328808641038,1,1,0,0,1,0
131,2067-QYTCF,0,1,0,64,1,1,0,1,1,1,1,1,1,Electronic check,1.539928554341105,2.056887710339336,0,1,0,0,1,1
132,3129-AAQOU,0,1,1,19,1,1,0,0,0,0,0,0,0,Mailed check,-1.3000864710151427,-0.7940299539123223,0,0,0,0,0,1
133,1036-GUDCL,0,1,1,60,1,0,1,1,0,1,1,1,1,Credit card (automatic),0.47430047352362315,1.0474402497848252,0,1,0,1,0,0
134,5375-XLDOF,0,1,1,69,1,1,1,1,1,1,1,1,1,Bank transfer (automatic),1.646159391058112,2.3709184399895693,0,0,0,0,1,0
135,3191-CSNMG,0,1,1,3,1,0,0,0,0,0,1,0,1,Electronic check,0.5290757487058303,-0.9026667777785491,0,1,0,0,1,1
136,3874-EQOEP,0,0,0,7,1,1,0,0,0,0,1,1,0,Mailed check,1.0037948002849575,-0.7192691288861018,1,1,0,0,1,0
137,7517-SAWMO,0,1,0,19,1,0,1,0,0,0,0,0,1,Electronic check,0.28009722515034396,-0.3729713450382313,1,1,0,0,1,1
138,2609-IAICY,0,0,0,1,1,1,0,0,0,0,0,0,1,Electronic check,0.4112259142229002,-0.9742097135200325,1,1,0,0,1,1
139,2632-TACXW,0,1,0,62,1,1,0,0,0,0,0,0,0,Bank transfer (automatic),-1.3648208871395693,-0.38370498943321046,0,0,0,0,0,1
140,3334-CTHOL,0,0,0,1,1,1,0,0,0,0,0,0,1,Bank transfer (automatic),-0.4917361978716637,-0.9861996571563133,1,1,0,1,0,1
141,6513-EECDB,1,1,0,1,1,1,0,0,0,0,0,0,1,Electronic check,0.2917162229162665,-0.9757966178248343,1,1,0,0,1,0
142,4945-RVMTE,0,0,0,28,1,0,0,0,1,0,1,0,1,Bank transfer (automatic),-0.17304368772064138,-0.2824516786518257,0,1,0,1,0,1
143,9589-ABEPT,0,1,0,69,1,1,0,1,0,1,1,0,1,Mailed check,0.9191421022760923,1.8396361029444497,0,0,0,0,1,0
144,4248-HCETZ,1,1,0,30,1,0,0,1,1,0,0,0,1,Mailed check,0.4942187554080623,0.03435613353181054,1,1,0,0,1,0
145,1862-SKORY,1,1,0,40,0,0,0,1,0,0,1,0,1,Electronic check,-0.8452857013204546,-0.286440979751397,1,1,0,1,0,1
146,1135-LMECX,0,0,0,1,1,0,0,0,0,0,0,0,0,Mailed check,-1.4909700057410156,-0.999467940371462,0,1,0,0,0,1
147,7881-INRLC,0,0,0,45,1,1,0,1,0,0,1,1,1,Credit card (automatic),1.1979980486582367,1.0812060469369982,1,1,0,0,1,0
148,7163-OCEQI,0,1,1,22,1,1,0,0,1,1,1,1,1,Mailed check,0.4610216189339975,-0.27482572185375015,0,0,1,1,0,0
149,7634-HLQJR,0,1,1,47,1,0,0,0,0,0,0,0,0,Credit card (automatic),-1.4843305784462029,-0.5600497303043162,0,0,0,0,0,1
150,4986-MXSFP,0,0,0,2,1,0,0,0,0,0,0,0,1,Mailed check,-1.485990435269906,-0.9901889582558845,0,1,0,0,0,1
151,8066-POXGX,0,0,0,13,0,0,0,0,0,0,0,1,1,Electronic check,-0.9847136745115267,-0.8115740626154095,1,1,0,1,0,1
152,5025-GOOKI,0,0,0,20,1,0,0,0,0,0,0,0,1,Credit card (automatic),-1.5225072853913773,-0.8549714872842268,0,1,0,0,0,1
153,6425-JWTDV,0,1,0,48,1,0,0,0,0,0,0,0,0,Mailed check,-1.5108882876254546,-0.6312841013198659,0,0,0,0,0,0
154,8402-EIVQS,0,1,0,67,1,0,1,1,0,0,1,1,1,Credit card (automatic),1.1996579054819403,1.959800023358056,0,0,1,0,1,0
155,1325-USMEC,0,1,0,70,1,1,1,1,1,0,1,0,1,Credit card (automatic),1.1482023439471394,2.052964530252465,0,0,0,0,1,0
156,4049-ZPALD,0,1,0,64,1,0,1,0,1,0,1,1,1,Bank transfer (automatic),1.136583346181217,1.802277730768906,0,0,0,0,1,1
157,6393-WRYZE,0,1,0,34,1,1,0,0,0,0,1,1,1,Electronic check,1.0917672119412296,0.4056917408554437,1,1,0,0,1,1
158,1971-DTCZB,0,1,0,72,1,1,1,1,1,1,1,1,1,Bank transfer (automatic),0.869346397564995,1.8431845972926868,0,0,0,1,0,1
159,1684-FLBGS,0,1,1,23,1,1,0,1,0,1,1,0,1,Credit card (automatic),0.15726782019630395,-0.2799611205067895,0,1,0,1,0,1
160,7508-SMHXL,1,0,0,15,1,1,0,1,0,0,1,0,0,Credit card (automatic),0.8046119814405684,-0.4403266166420432,0,1,0,0,1,1
161,8429-XIBUM,0,0,0,22,1,1,1,0,0,0,1,1,1,Bank transfer (automatic),1.214596616895269,0.013175369130219083,1,1,0,0,1,0
162,6061-GWWAV,0,0,1,41,1,0,1,1,1,0,1,0,0,Mailed check,0.18050581572814944,0.2677192276879494,0,0,1,1,0,0
163,5680-LQOGP,0,0,0,68,1,0,1,1,1,1,1,1,1,Credit card (automatic),0.5871707375354438,1.4808414476962644,0,0,0,1,0,1
164,6050-IJRHS,0,1,1,70,1,1,0,1,1,0,1,1,1,Electronic check,1.3855618697367034,2.2524295852310305,0,0,1,0,1,1
165,0363-SVHYR,0,1,1,71,1,1,1,1,1,1,1,1,0,Bank transfer (automatic),0.7332381380213289,1.752907374619515,0,0,0,1,0,0
166,6997-UVGOX,0,1,1,71,1,0,1,1,1,1,1,1,0,Bank transfer (automatic),0.6867621469576384,1.649802675482528,0,0,0,1,0,0
167,5858-EAFCZ,0,0,0,1,1,0,0,0,0,0,0,0,0,Mailed check,-0.6743204484790204,-0.9886240942886494,0,1,0,1,0,0
168,3583-EKAPL,0,0,0,1,1,0,0,0,0,0,0,1,1,Electronic check,-0.3240906586776363,-0.9839735830620773,1,1,0,1,0,0
169,7764-BDPEE,0,0,1,3,1,0,0,0,0,0,0,0,0,Mailed check,-1.4577728692669507,-0.981483024917041,0,1,0,0,0,0
170,1685-BQULA,0,0,0,40,1,1,0,1,1,0,1,0,1,Bank transfer (automatic),0.950679381926454,0.6476285263250259,0,1,0,0,1,1
171,3329-WDIOK,0,0,0,3,0,0,0,1,0,0,1,1,1,Electronic check,-0.4701580591635216,-0.9397386255657257,1,1,0,1,0,1
172,1240-HCBOH,0,0,0,67,1,1,0,0,0,0,0,0,1,Mailed check,-1.2834879027781103,-0.23259643507596756,0,0,0,0,0,1
173,2122-YWVYA,0,0,0,18,1,0,1,0,0,0,0,0,1,Electronic check,0.3531309253932867,-0.39972831484419574,0,1,0,0,1,1
174,2164-SOQXL,0,1,1,20,1,0,0,0,0,0,0,0,0,Mailed check,-1.4843305784462029,-0.8292283730063301,0,1,0,0,0,1
175,9306-CPCBC,0,0,0,3,1,1,0,0,0,0,0,0,1,Electronic check,0.314954218448112,-0.9155162945799307,1,1,0,0,1,1
176,8975-SKGRX,0,1,0,71,1,1,1,1,1,1,1,1,1,Bank transfer (automatic),1.7042543798877257,2.655128592912067,0,0,0,0,1,0
177,2894-QOJRX,0,1,0,25,0,0,0,0,0,0,1,0,1,Bank transfer (automatic),-1.021230524632998,-0.632209795497667,1,1,0,1,0,1
178,8189-XRIKE,1,0,0,32,1,0,0,0,0,0,1,1,0,Electronic check,0.869346397564995,0.26921797064248437,0,1,0,0,1,1
179,0506-YLVKJ,0,1,1,46,1,0,0,0,0,0,0,0,1,Mailed check,-1.479351007975093,-0.6037998003742004,0,0,0,0,0,0
180,2007-QVGAW,0,1,1,68,1,0,0,0,0,0,0,0,1,Bank transfer (automatic),-1.507568573978048,-0.4384091072737409,0,0,0,0,0,1
